id,name,categoryName,price,currency,originalPrice,stockStatus,preparationTime,specifications,url
"87","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a6%d9%8a %d8%a7%d9%86%d9%81%d8%b1%d8%aa%d9%8a%d8%b1 %d9%8a%d8%b9%d9%85%d9%84 %d8%a8%d8%a7%d9%84%d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d9%85%d9%86 %d8%a8%d9%82%d9%88%d8%a9 6500 %d9%88%d8%a7%d8%b7 %d8%aa%d8%b4%d8%ba%d9%8a%d9%84 %d9%81%d8%a7%d8%a6%d9%82 %d8%a7%d9%84%d9%87%d8%af%d9%88%d8%a1 %d8%a8%d8%aa%d8%ad%d9%83%d9%85 %d8%b9%d9%86 %d8%a8%d8%b9%d8%af %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/87-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%A7%D9%86%D9%81%D8%B1%D8%AA%D9%8A%D8%B1-%D9%8A%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D9%85%D9%86-%D8%A8%D9%82%D9%88%D8%A9-6500-%D9%88%D8%A7%D8%B7-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D9%81%D8%A7%D8%A6%D9%82-%D8%A7%D9%84%D9%87%D8%AF%D9%88%D8%A1-%D8%A8%D8%AA%D8%AD%D9%83%D9%85-%D8%B9%D9%86-%D8%A8%D8%B9%D8%AF-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"90","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a6%d9%8a %d8%a7%d9%86%d9%81%d8%b1%d8%aa%d9%8a%d8%b1 %d9%87%d8%a7%d8%af%d8%a6 %d8%a8%d9%82%d8%af%d8%b1%d8%a9 11 3 %d9%83%d9%8a%d9%84%d9%88 %d9%88%d8%a7%d8%b7 %d9%85%d8%aa%d9%86%d9%82%d9%84 %d9%84%d9%84%d9%85%d8%b1%d9%83%d8%a8%d8%a7%d8%aa %d8%a7%d9%84%d8%aa%d8%b1%d9%81%d9%8a%d9%87%d9%8a%d8%a9 %d9%88%d8%a7%d9%84%d9%85%d9%86%d8%a7%d8%b2%d9%84 %d9%88%d9%85%d9%88%d8%a7%d9%82%d8%b9 %d8%a7%d9%84%d8%b9%d9%85%d9%84","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/90-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%A7%D9%86%D9%81%D8%B1%D8%AA%D9%8A%D8%B1-%D9%87%D8%A7%D8%AF%D8%A6-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-11-3-%D9%83%D9%8A%D9%84%D9%88-%D9%88%D8%A7%D8%B7-%D9%85%D8%AA%D9%86%D9%82%D9%84-%D9%84%D9%84%D9%85%D8%B1%D9%83%D8%A8%D8%A7%D8%AA-%D8%A7%D9%84%D8%AA%D8%B1%D9%81%D9%8A%D9%87%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%88%D9%85%D9%88%D8%A7%D9%82%D8%B9-%D8%A7%D9%84%D8%B9%D9%85%D9%84"
"441","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a6%d9%8a %d8%a7%d9%86%d9%81%d9%8a%d8%b1%d8%aa%d8%b1 %d8%a8%d9%82%d9%88%d8%a9 15 %d9%83%d9%8a%d9%84%d9%88 %d9%88%d8%a7%d8%b7 %d8%b7%d8%a7%d9%82%d8%a9 %d8%a7%d8%ad%d8%aa%d9%8a%d8%a7%d8%b7%d9%8a%d8%a9 %d9%85%d9%88%d8%ab%d9%88%d9%82%d8%a9 %d9%84%d9%84%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85 %d8%a7%d9%84%d9%85%d9%86%d8%b2%d9%84%d9%8a %d9%88%d8%a7%d9%84%d8%aa%d8%ac%d8%a7%d8%b1%d9%8a %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/441-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%A7%D9%86%D9%81%D9%8A%D8%B1%D8%AA%D8%B1-%D8%A8%D9%82%D9%88%D8%A9-15-%D9%83%D9%8A%D9%84%D9%88-%D9%88%D8%A7%D8%B7-%D8%B7%D8%A7%D9%82%D8%A9-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D9%88%D8%AB%D9%88%D9%82%D8%A9-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A-%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"444","%d9%85%d9%88%d9%84%d8%af %d8%a8%d9%86%d8%b2%d9%8a%d9%86 Easy Power Yh25000e3 %d8%a8%d9%82%d8%af%d8%b1%d8%a9 22 %d9%83%d9%8a%d9%84%d9%88%d9%88%d8%a7%d8%b7 %d8%a3%d8%ad%d8%a7%d8%af%d9%8a %d8%ab%d9%84%d8%a7%d8%ab%d9%8a %d8%a7%d9%84%d8%b7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/444-%D9%85%D9%88%D9%84%D8%AF-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-easy-power-yh25000e3-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-22-%D9%83%D9%8A%D9%84%D9%88%D9%88%D8%A7%D8%B7-%D8%A3%D8%AD%D8%A7%D8%AF%D9%8A-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%B7%D9%88%D8%B1"
"447","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d9%8a%d8%b9%d9%85%d9%84 %d8%a8%d8%a7%d9%84%d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d9%88%d8%a9 5000 %d9%88%d8%a7%d8%b7 %d8%aa%d8%b4%d8%ba%d9%8a%d9%84 %d8%a8%d8%a7%d9%84%d9%85%d9%81%d8%aa%d8%a7%d8%ad %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/447-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%8A%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D9%88%D8%A9-5000-%D9%88%D8%A7%D8%B7-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%A8%D8%A7%D9%84%D9%85%D9%81%D8%AA%D8%A7%D8%AD-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"453","%d9%85%d9%88%d9%84%d8%af %d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d9%88%d8%a9 4000 %d9%88%d8%a7%d8%b7 %d8%aa%d8%b4%d8%ba%d9%8a%d9%84 %d8%a8%d8%a7%d9%84%d9%85%d9%81%d8%aa%d8%a7%d8%ad %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/453-%D9%85%D9%88%D9%84%D8%AF-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D9%88%D8%A9-4000-%D9%88%D8%A7%D8%B7-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%A8%D8%A7%D9%84%D9%85%D9%81%D8%AA%D8%A7%D8%AD-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"456","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 8 %d9%83%d9%8a%d9%84%d9%88 %d9%88%d8%a7%d8%b7 40 %d9%84%d8%aa%d8%b1 %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/456-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-8-%D9%83%D9%8A%D9%84%D9%88-%D9%88%D8%A7%D8%B7-40-%D9%84%D8%AA%D8%B1-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"459","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a6%d9%8a %d8%a7%d9%86%d9%81%d8%b1%d8%aa%d9%8a%d8%b1 %d9%8a%d8%b9%d9%85%d9%84 %d8%a8%d8%a7%d9%84%d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d8%af%d8%b1%d8%a9 2300 %d9%88%d8%a7%d8%b7 %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/459-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%A7%D9%86%D9%81%D8%B1%D8%AA%D9%8A%D8%B1-%D9%8A%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-2300-%D9%88%D8%A7%D8%B7-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"465","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a6%d9%8a %d8%a7%d9%86%d9%81%d8%b1%d8%aa%d9%8a%d8%b1 %d8%b1%d9%82%d9%85%d9%8a %d8%a8%d9%82%d8%af%d8%b1%d8%a9 6000 %d9%88%d8%a7%d8%b7 %d9%81%d8%a7%d8%a6%d9%82 %d8%a7%d9%84%d9%87%d8%af%d9%88%d8%a1 %d8%aa%d8%b4%d8%ba%d9%8a%d9%84 %d8%b9%d9%86 %d8%a8%d8%b9%d8%af %d8%a8%d8%a7%d9%84%d8%b1%d9%8a%d9%85%d9%88%d8%aa %d9%83%d9%86%d8%aa%d8%b1%d9%88%d9%84 %d9%85%d9%86 %d8%b3%d9%86%d8%b4%d9%8a","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/465-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A6%D9%8A-%D8%A7%D9%86%D9%81%D8%B1%D8%AA%D9%8A%D8%B1-%D8%B1%D9%82%D9%85%D9%8A-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-6000-%D9%88%D8%A7%D8%B7-%D9%81%D8%A7%D8%A6%D9%82-%D8%A7%D9%84%D9%87%D8%AF%D9%88%D8%A1-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%B9%D9%86-%D8%A8%D8%B9%D8%AF-%D8%A8%D8%A7%D9%84%D8%B1%D9%8A%D9%85%D9%88%D8%AA-%D9%83%D9%86%D8%AA%D8%B1%D9%88%D9%84-%D9%85%D9%86-%D8%B3%D9%86%D8%B4%D9%8A"
"534","%d9%85%d9%88%d9%84%d8%af %d8%af%d9%8a%d8%b2%d9%84 %d8%a7%d8%ad%d8%aa%d9%8a%d8%a7%d8%b7%d9%8a %d8%a8%d9%82%d8%af%d8%b1%d8%a9 20 %d9%83%d9%8a%d9%84%d9%88 %d9%81%d9%88%d9%84%d8%aa %d9%85%d8%ad%d8%b1%d9%83 Weichai %d9%84%d9%84%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85 %d8%a7%d9%84%d9%85%d9%86%d8%b2%d9%84%d9%8a %d9%88%d8%a7%d9%84%d8%aa%d8%ac%d8%a7%d8%b1%d9%8a %d9%88%d8%a7%d9%84%d8%b5%d9%86%d8%a7%d8%b9%d9%8a","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/534-%D9%85%D9%88%D9%84%D8%AF-%D8%AF%D9%8A%D8%B2%D9%84-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%B7%D9%8A-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-20-%D9%83%D9%8A%D9%84%D9%88-%D9%81%D9%88%D9%84%D8%AA-%D9%85%D8%AD%D8%B1%D9%83-weichai-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A-%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%88%D8%A7%D9%84%D8%B5%D9%86%D8%A7%D8%B9%D9%8A"
"558","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 5000 %d9%88%d8%a7%d8%b7 %d9%85%d9%86 Dca","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/558-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-5000-%D9%88%D8%A7%D8%B7-%D9%85%D9%86-dca"
"561","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 7000 %d9%88%d8%a7%d8%b7 %d9%85%d9%86 Dca","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/561-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-7000-%D9%88%D8%A7%D8%B7-%D9%85%D9%86-dca"
"564","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 5000 %d9%88%d8%a7%d8%b7 %d9%85%d8%b9 %d8%b2%d8%b1 %d8%aa%d8%b4%d8%ba%d9%8a%d9%84 %d9%85%d9%86 Dca","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/564-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-5000-%D9%88%D8%A7%D8%B7-%D9%85%D8%B9-%D8%B2%D8%B1-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D9%85%D9%86-dca"
"567","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d9%8a%d8%b9%d9%85%d9%84 %d8%a8%d8%a7%d9%84%d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d9%88%d8%a9 2800 %d9%88%d8%a7%d8%b7 %d9%85%d9%86 Dca","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/567-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%8A%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D9%88%D8%A9-2800-%D9%88%D8%A7%D8%B7-%D9%85%D9%86-dca"
"570","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d9%8a%d8%b9%d9%85%d9%84 %d8%a8%d8%a7%d9%84%d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d9%88%d8%a9 2800 %d9%88%d8%a7%d8%b7 %d8%aa%d8%b4%d8%ba%d9%8a%d9%84 %d8%a8%d8%a7%d9%84%d9%85%d9%81%d8%aa%d8%a7%d8%ad %d9%85%d9%86 Dca","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/570-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D9%8A%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D9%88%D8%A9-2800-%D9%88%D8%A7%D8%B7-%D8%AA%D8%B4%D8%BA%D9%8A%D9%84-%D8%A8%D8%A7%D9%84%D9%85%D9%81%D8%AA%D8%A7%D8%AD-%D9%85%D9%86-dca"
"573","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 6500 %d9%88%d8%a7%d8%b7 %d9%85%d9%86 Dca","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/573-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-6500-%D9%88%D8%A7%D8%B7-%D9%85%D9%86-dca"
"576","%d9%85%d9%88%d9%84%d8%af %d8%af%d9%8a%d8%b2%d9%84 %d8%b5%d8%a7%d9%85%d8%aa %d9%85%d9%86 %d9%86%d9%88%d8%b9 %e2%80%93 8000 %d9%88%d8%a7%d8%b7 %d8%a3%d8%ad%d8%a7%d8%af%d9%8a %d8%ab%d9%84%d8%a7%d8%ab%d9%8a %d8%a7%d9%84%d8%b7%d9%88%d8%b1 %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/576-%D9%85%D9%88%D9%84%D8%AF-%D8%AF%D9%8A%D8%B2%D9%84-%D8%B5%D8%A7%D9%85%D8%AA-%D9%85%D9%86-%D9%86%D9%88%D8%B9-%E2%80%93-8000-%D9%88%D8%A7%D8%B7-%D8%A3%D8%AD%D8%A7%D8%AF%D9%8A-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%B7%D9%88%D8%B1-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"579","%d9%85%d9%88%d9%84%d8%af %d8%af%d9%8a%d8%b2%d9%84 %d8%b5%d8%a7%d9%85%d8%aa %d8%a8%d9%82%d8%af%d8%b1%d8%a9 10000 %d9%88%d8%a7%d8%b7 %d8%b7%d8%a7%d9%82%d8%a9 %d8%a7%d8%ad%d8%aa%d9%8a%d8%a7%d8%b7%d9%8a%d8%a9 %d9%85%d9%86 %d8%a7%d9%8a %d8%a8%d8%a7%d9%88%d8%b1","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/579-%D9%85%D9%88%D9%84%D8%AF-%D8%AF%D9%8A%D8%B2%D9%84-%D8%B5%D8%A7%D9%85%D8%AA-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-10000-%D9%88%D8%A7%D8%B7-%D8%B7%D8%A7%D9%82%D8%A9-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D9%86-%D8%A7%D9%8A-%D8%A8%D8%A7%D9%88%D8%B1"
"582","%d9%85%d9%88%d9%84%d8%af %d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d9%85%d8%aa%d9%86%d9%82%d9%84 %d8%b4%d8%af%d9%8a%d8%af %d8%a7%d9%84%d8%aa%d8%ad%d9%85%d9%84 %d8%a8%d9%82%d8%af%d8%b1%d8%a9 7 5 %d9%83%d9%8a%d9%84%d9%88 %d8%ab%d9%84%d8%a7%d8%ab%d9%8a %d8%a7%d9%84%d8%a3%d8%b7%d9%88%d8%a7%d8%b1 %d9%85%d9%88%d9%81%d8%b1 %d9%84%d9%84%d9%88%d9%82%d9%88%d8%af","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/582-%D9%85%D9%88%D9%84%D8%AF-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D9%85%D8%AA%D9%86%D9%82%D9%84-%D8%B4%D8%AF%D9%8A%D8%AF-%D8%A7%D9%84%D8%AA%D8%AD%D9%85%D9%84-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-7-5-%D9%83%D9%8A%D9%84%D9%88-%D8%AB%D9%84%D8%A7%D8%AB%D9%8A-%D8%A7%D9%84%D8%A3%D8%B7%D9%88%D8%A7%D8%B1-%D9%85%D9%88%D9%81%D8%B1-%D9%84%D9%84%D9%88%D9%82%D9%88%D8%AF"
"585","%d9%85%d9%88%d9%84%d8%af %d8%af%d9%8a%d8%b2%d9%84 %d8%a7%d8%ad%d8%aa%d9%8a%d8%a7%d8%b7%d9%8a %d9%85%d9%86 %d8%a8%d9%82%d8%af%d8%b1%d8%a9 20 %d9%83%d9%8a%d9%84%d9%88 %d9%85%d8%ad%d8%b1%d9%83 %d8%a8%d9%8a%d8%b1%d9%83%d9%86%d8%b2 %d8%b7%d8%a7%d9%82%d8%a9 %d8%a7%d8%ad%d8%aa%d9%8a%d8%a7%d8%b7%d9%8a%d8%a9 %d9%85%d8%aa%d9%86%d9%82%d9%84%d8%a9 %d9%84%d9%84%d8%a7%d8%b3%d8%aa%d8%ae%d8%af%d8%a7%d9%85 %d8%a7%d9%84%d9%85%d9%86%d8%b2%d9%84%d9%8a %d9%88%d8%a7%d9%84%d8%aa%d8%ac%d8%a7%d8%b1%d9%8a","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/585-%D9%85%D9%88%D9%84%D8%AF-%D8%AF%D9%8A%D8%B2%D9%84-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%B7%D9%8A-%D9%85%D9%86-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-20-%D9%83%D9%8A%D9%84%D9%88-%D9%85%D8%AD%D8%B1%D9%83-%D8%A8%D9%8A%D8%B1%D9%83%D9%86%D8%B2-%D8%B7%D8%A7%D9%82%D8%A9-%D8%A7%D8%AD%D8%AA%D9%8A%D8%A7%D8%B7%D9%8A%D8%A9-%D9%85%D8%AA%D9%86%D9%82%D9%84%D8%A9-%D9%84%D9%84%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D9%85%D9%86%D8%B2%D9%84%D9%8A-%D9%88%D8%A7%D9%84%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A"
"1071","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d9%88%d8%a9 8 5kw %d9%85%d9%88%d9%84%d8%af %d8%a7%d9%84%d8%b7%d8%a7%d9%82%d8%a9 %d8%a7%d9%84%d8%ab%d9%82%d9%8a%d9%84%d8%a9 %d9%85%d9%86 Senci","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/1071-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D9%88%D8%A9-8-5kw-%D9%85%D9%88%D9%84%D8%AF-%D8%A7%D9%84%D8%B7%D8%A7%D9%82%D8%A9-%D8%A7%D9%84%D8%AB%D9%82%D9%8A%D9%84%D8%A9-%D9%85%D9%86-senci"
"1173","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d8%af%d8%b1%d8%a9 2 6 %d9%83%d9%8a%d9%84%d9%88 %d9%88%d8%a7%d8%b7 %d8%b7%d8%a7%d9%82%d8%a9 %d9%85%d8%ad%d9%85%d9%88%d9%84%d9%87 %d9%85%d9%86 Makute","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/1173-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D8%AF%D8%B1%D8%A9-2-6-%D9%83%D9%8A%D9%84%D9%88-%D9%88%D8%A7%D8%B7-%D8%B7%D8%A7%D9%82%D8%A9-%D9%85%D8%AD%D9%85%D9%88%D9%84%D9%87-%D9%85%D9%86-makute"
"1215","%d9%85%d9%88%d9%84%d8%af %d9%83%d9%87%d8%b1%d8%a8%d8%a7%d8%a1 %d8%a7%d9%86%d9%81%d8%b1%d8%aa%d9%8a%d8%b1 %d9%8a%d8%b9%d9%85%d9%84 %d8%a8%d8%a7%d9%84%d8%a8%d9%86%d8%b2%d9%8a%d9%86 %d8%a8%d9%82%d9%88%d8%a9 4000 %d9%88%d8%a7%d8%b7 %d9%85%d9%86 Senci","مولدات","","KWD","","In Stock","","","https://aipowerkw.com/ar/product/1215-%D9%85%D9%88%D9%84%D8%AF-%D9%83%D9%87%D8%B1%D8%A8%D8%A7%D8%A1-%D8%A7%D9%86%D9%81%D8%B1%D8%AA%D9%8A%D8%B1-%D9%8A%D8%B9%D9%85%D9%84-%D8%A8%D8%A7%D9%84%D8%A8%D9%86%D8%B2%D9%8A%D9%86-%D8%A8%D9%82%D9%88%D8%A9-4000-%D9%88%D8%A7%D8%B7-%D9%85%D9%86-senci"
